100,185,0.954086,0.963859,0.967492,0.967229,0.966511,0.955884,0.928744,1.146726
4,360,0.606667,0.61,0.603333,0.606667,0.61,0.6,0.636667,2.231071
31,305,0.996473,0.994513,0.995648,0.995648,0.995663,0.995716,0.958844,3.987151
5,375,0.958678,0.914601,0.898072,0.884298,0.876033,0.889807,0.958678,2.308348
100,380,0.816998,0.800379,0.793508,0.783101,0.77306,0.781348,0.883529,0.448859
7,395,0.761824,0.753941,0.75732,0.756194,0.755631,0.740428,0.787162,3.717749
100,115,0.999561,0.999471,0.999456,0.999412,0.999433,0.998761,0.997476,3.363004
100,65,0.983206,0.991148,0.990366,0.990066,0.990489,0.988267,0.957854,2.566046
100,100,0.960103,0.950131,0.949572,0.948985,0.950005,0.944375,0.720271,2.76678
100,125,0.975064,0.968808,0.967575,0.96797,0.970005,0.970997,0.888022,2.559815
89,410,0.813245,0.834918,0.826086,0.824837,0.823311,0.825123,0.734086,0.459491
100,240,0.894138,0.886115,0.887437,0.885878,0.891008,0.892925,0.800464,1.602099
100,265,0.936928,0.963152,0.96366,0.96395,0.963971,0.961393,0.924801,1.80741
63,1000,0.942706,0.934573,0.93559,0.934442,0.935098,0.933064,0.689787,0.69026
