0.000000,0.000000,0.922849,0.944321,0.927363,0.928208,0.934121,0.934039,0.000000,0.000000
0.000000,0.000000,0.680000,0.580000,0.640000,0.636667,0.610000,0.556667,0.000000,0.000000
0.000000,0.000000,0.967979,0.965981,0.962227,0.961168,0.961130,0.967729,0.000000,0.000000
0.000000,0.000000,0.964187,0.961433,0.969697,0.966942,0.961433,0.831956,0.000000,0.000000
0.000000,0.000000,0.904112,0.881401,0.898287,0.883209,0.862795,0.760493,0.000000,0.000000
0.000000,0.000000,0.768581,0.815878,0.786036,0.787162,0.793919,0.806869,0.000000,0.000000
0.000000,0.000000,0.568597,0.995699,0.998207,0.997561,0.997562,0.983361,0.000000,0.000000
0.000000,0.000000,0.753889,0.971110,0.965698,0.958492,0.958017,0.796938,0.000000,0.000000
0.000000,0.000000,0.743225,0.914830,0.733859,0.719901,0.850699,0.851715,0.000000,0.000000
0.000000,0.000000,0.689926,0.915746,0.890550,0.889104,0.925236,0.897944,0.000000,0.000000
0.000000,0.000000,0.713978,0.816182,0.731400,0.730506,0.736046,0.736421,0.000000,0.000000
0.000000,0.000000,0.713785,0.738231,0.800662,0.800407,0.806772,0.791712,0.000000,0.000000
0.000000,0.000000,0.927784,0.954789,0.928872,0.924288,0.935456,0.889546,0.000000,0.000000
0.000000,0.000000,0.677817,0.816411,0.693625,0.693231,0.703857,0.710088,0.000000,0.000000
