0.862685,-0.419512,0.425916,0.248121,-0.046221,0.792083,0.298208,-0.011778
0.021327,-0.462560,1.297722,0.835797,-0.093849,-1.501338,-0.832075,0.171953
0.689688,-0.157465,-0.057358,-1.109738,1.341343,-0.348009,-0.155704,1.314667
1.170066,1.044056,-0.773087,-1.288689,0.363902,-0.880378,0.265657,0.333865
0.591639,-0.774553,-0.330787,0.476275,-0.165356,0.821491,-1.322842,0.532857
0.777189,-0.669377,-1.712598,-0.605898,-0.458778,-0.242883,0.853550,-1.169454
0.172593,1.414282,0.656467,-0.800320,0.907722,0.228006,0.346787,-0.153149
-0.467089,1.386088,-0.216845,-1.115080,0.386729,-1.012146,-0.815097,-1.311846
-0.575035,1.264417,-1.732949,0.619788,0.947040,1.147945,-0.931793,0.329342
-1.874967,-2.467619,0.147896,1.017466,-0.084580,-0.517223,1.223833,0.180207
-0.690692,-0.593989,-0.869145,-0.236349,0.772115,-0.652345,-0.402545,-1.595503
2.319594,0.820761,-1.149528,1.724357,-1.498797,0.333103,1.510900,-0.522902
-0.454521,0.411383,-0.044500,-0.911406,0.606482,0.755938,-0.252627,0.392206
-0.073551,0.888811,1.169824,-0.015315,0.192288,-0.414506,1.327054,0.382982
1.502731,-0.361178,-1.199039,-0.248606,-0.666996,-1.239911,0.801904,-0.411594
1.365838,-0.180458,-0.988178,1.124706,2.500318,-1.362218,-0.797389,0.064327
-1.007590,1.951902,-0.247173,-2.813348,0.770643,-1.557392,1.304149,0.001511
-0.165467,-0.207043,0.804832,-1.052134,-2.426064,-0.573407,0.140832,-1.220956
0.496855,0.614424,0.174250,-0.059283,-0.494971,-0.103481,-0.243208,0.466514
-0.916933,-0.938642,-0.181804,0.696949,-1.423598,-0.871133,1.524048,-1.887599
0.063523,0.771258,-1.180476,-1.003544,0.388906,-1.142395,0.077571,0.880148
1.060891,-1.038210,0.437104,-2.731446,1.724313,-1.470636,-1.065296,0.259218
-0.309427,-2.156072,-1.974533,-0.992051,1.731497,-0.152029,1.262315,-0.477416
0.317314,1.815892,-1.245296,-0.630079,1.175657,2.017719,0.815317,-1.477316
-0.899242,-0.538593,-0.070613,0.152959,2.215551,-1.039430,0.835801,0.670439
1.093100,0.416345,-0.289452,1.045104,-1.314219,0.658165,0.312831,-2.024725
0.069015,1.630812,-0.466173,1.487060,1.144585,-0.167030,-0.689798,-1.652998
1.402291,0.980773,-0.166297,0.265264,0.058813,0.468829,-1.153071,1.679089
-0.580465,-0.609002,0.306404,1.048865,0.149737,1.249207,-2.423641,0.076194
-0.714032,-0.217065,1.729465,1.050464,-2.125225,0.199767,-0.688006,0.258961
0.587201,-0.255270,2.609444,-0.028868,-0.024371,0.662492,0.654344,0.191786
-0.111647,0.667929,-0.208325,0.719660,0.668521,0.860706,1.101607,-0.276265
0.242173,0.727494,0.389565,-0.528263,0.750660,0.045870,-1.795742,0.076197
-0.634785,-0.045786,-0.627159,-1.041765,0.466657,-1.161293,0.522224,1.971755
0.053852,0.254368,1.496846,-1.732226,-0.397015,-0.145422,-0.457138,0.132487
-2.139954,-0.989108,-1.430826,-0.488900,1.157195,-1.337838,0.361971,1.375835
0.313497,-0.978227,1.232683,-0.995268,-1.007082,-0.029283,0.641388,-0.967205
-0.095526,1.298032,-1.045580,-0.957834,-1.024956,1.983551,-1.794910,-0.475229
1.189802,-0.939499,0.710196,-0.486465,0.489934,-0.926150,0.802987,-0.757616
-1.529203,0.008301,-1.192493,-0.617239,1.042339,0.819996,-0.806738,0.294899
0.092809,-0.353173,-0.931162,1.226336,0.229409,0.179663,-0.094678,0.511863
0.532939,-1.182499,-0.318371,-0.664342,-0.441260,-0.988235,-1.572847,-0.165033
2.540434,0.675190,0.160518,0.101228,0.986027,-0.077416,0.145958,0.834107
-0.063658,0.349087,0.900500,1.071933,0.907148,0.030769,-0.459164,-0.572674
0.873143,0.048347,-0.041246,0.676987,0.772813,1.189225,-2.406332,-0.739695
-1.139483,-1.366943,-0.578833,0.279656,-0.566032,-0.358134,0.300222,-0.674454
-1.596993,1.352379,-0.736529,0.411480,1.131306,-1.113608,-0.150205,-1.799072
-0.959053,0.359953,1.385275,-0.370283,-0.158329,0.064120,-1.446229,0.331446
0.937546,0.018858,-0.743237,0.553981,-0.870660,-0.420722,-1.226734,-1.018320
-0.019912,-0.685033,-0.245034,1.329877,-0.856090,0.433340,0.041124,-0.863830
-0.242790,-0.027708,-1.133888,0.152768,1.050352,-0.479867,-0.859668,0.316440
-2.726513,0.477566,0.814066,-0.359759,1.440060,-0.593037,-0.646253,-0.712192
0.023287,-0.696340,-1.751130,0.266642,1.344687,-1.248639,-0.753016,1.815949
0.027344,-0.539465,-0.707934,0.813980,0.070005,0.012870,2.241113,1.140533
0.251481,1.657861,-0.443834,0.944347,-2.115621,0.454857,0.344965,0.447770
2.712282,0.998535,-0.539058,0.795512,-0.410708,-0.760123,-1.472344,1.110370
0.199872,-0.963597,0.420939,-0.683188,3.080053,0.401179,-0.966573,-0.499243
1.104620,1.069468,-1.140817,0.295723,3.083744,0.216237,-0.323791,-0.547522
-0.331470,1.010504,-0.811984,0.067691,-0.016201,1.076169,0.710671,0.807948
-0.390262,-0.138162,-1.381703,-0.792165,1.226925,-1.574879,0.226329,0.710924
-0.124034,-1.255644,-0.387967,-0.221522,-0.845075,0.561232,0.131743,2.869661
-0.511693,0.281586,0.620993,0.502820,0.520241,-0.804480,-0.441602,0.554070
-0.941273,0.614486,2.138442,-0.760810,-1.377793,-0.613831,0.154554,-1.984277
-1.058601,0.312240,0.967457,0.553016,-0.227063,-0.148590,0.630466,-1.041640
-0.971363,0.447574,-0.783979,-1.030898,-0.146020,1.085990,2.351260,-0.844351
0.084995,-0.649505,-0.069787,0.485659,-1.487251,-0.526481,-0.201819,-1.457486
0.395992,0.645634,-0.316739,0.423192,0.136504,0.170525,-1.050729,-1.714079
-2.628089,-0.631490,0.768705,-0.150408,0.296868,-0.310521,-0.473443,-1.398086
0.474278,0.551406,0.550867,0.239419,0.062516,-0.233746,-1.389499,1.066239
0.211404,0.294629,-0.025940,0.123470,-1.023358,0.926322,0.854141,-0.485901
-0.523971,1.687802,-1.177256,0.845485,-1.168249,-0.060366,0.689083,-0.053944
-0.242490,-0.592282,-0.777086,1.372402,-1.438869,-0.755038,-1.655571,0.064370
0.178980,1.014012,1.707615,1.775235,1.718167,0.514940,0.894566,0.130808
0.996249,0.705765,0.688157,-1.010332,-1.131227,0.096874,0.918091,-1.459942
-0.052685,0.220298,-1.148041,0.438143,1.902407,2.525345,0.571533,0.600631
